Username,Title,Rating,overall_rating,story,acting,music,rewatch
allinforfantasy,Move to Heaven,9.1,9.0,8.5,9.5,7.0,9.0
Kdrama con soju,Move to Heaven,9.1,8.0,8.0,9.0,5.5,7.0
Leilaaaaaa,Move to Heaven,9.1,10,10,9.0,10,9.5
rosalba0833,Move to Heaven,9.1,10,10,10,9.5,9.5
NickyLydell,Move to Heaven,9.1,6.0,5.0,8.0,7.0,1.0
churipuu,Move to Heaven,9.1,10,10,10,9.0,10
xXMzSmilesXx,Miracle in Cell No. 7,9.1,10,10,10,9.0,10
i_am_andi,Miracle in Cell No. 7,9.1,10,10,10,9.0,9.0
rriinu,Miracle in Cell No. 7,9.1,10,10,10,10,9.0
lisadramas,Miracle in Cell No. 7,9.1,10,10,10,10,10
UtterlyLucid,Miracle in Cell No. 7,9.1,10,10,10,10,10
Talianara,Miracle in Cell No. 7,9.1,10,9.0,10,9.0,8.0
LeejLicious,Miracle in Cell No. 7,9.1,9.0,10,10,9.0,9.0
Kodeemida,Miracle in Cell No. 7,9.1,10,10,10,9.0,10
NileRose,Miracle in Cell No. 7,9.1,10,10,10,10,10
Becca256,Miracle in Cell No. 7,9.1,10,10,10,10,10
Jankjewitz,Miracle in Cell No. 7,9.1,9.0,7.0,10,9.0,10
esther_lim,Miracle in Cell No. 7,9.1,10,10,10,10,10
DBSK,Miracle in Cell No. 7,9.1,10,10,10,10,9.0
saaamannthaaa,Miracle in Cell No. 7,9.1,10,10,10,10,9.0
elim1,Miracle in Cell No. 7,9.1,10,10,10,10,10
twinklethestar,Miracle in Cell No. 7,9.1,10,10,9.0,9.0,8.0
eiyaah,Miracle in Cell No. 7,9.1,10,10,10,10,10
WonByungHoon,Miracle in Cell No. 7,9.1,10,10,10,10,10
omo-omo-omo,Miracle in Cell No. 7,9.1,10,10,10,8.0,8.0
BoNa,Miracle in Cell No. 7,9.1,10,8.5,10,8.0,10
Nicky,Miracle in Cell No. 7,9.1,10,10,10,10,10
mali,Miracle in Cell No. 7,9.1,10,10,10,8.0,10
scenophile,Miracle in Cell No. 7,9.1,7.0,7.0,8.0,7.0,6.0
rachel,Miracle in Cell No. 7,9.1,9.0,8.5,10,7.0,6.0
Nijura,Miracle in Cell No. 7,9.1,9.0,9.0,9.5,7.0,8.0
Michelle,Miracle in Cell No. 7,9.1,8.5,10,10,8.0,7.0
Pranita Chaturvedi,Miracle in Cell No. 7,9.1,10,10,10,10,10
Sirenas,Miracle in Cell No. 7,9.1,8.5,8.5,9.5,8.0,8.0
George,Miracle in Cell No. 7,9.1,10,10,10,10,9.5
Doe,Miracle in Cell No. 7,9.1,10,5.0,10,10,10
karah_lol,Miracle in Cell No. 7,9.1,10,10,10,6.5,9.0
Stormy_77,Miracle in Cell No. 7,9.1,10,10,10,9.5,8.0
Catia Lemos,Miracle in Cell No. 7,9.1,10,10,10,8.0,10
DyingtobeinKorea,Miracle in Cell No. 7,9.1,10,10,10,10,10
Obaid AL Najjar,Miracle in Cell No. 7,9.1,10,10,10,10,10
Heathenkitties,Miracle in Cell No. 7,9.1,10,10,10,10,10
Shelly,Miracle in Cell No. 7,9.1,10,10,10,9.0,10
Distressed Sailor Daikon,Miracle in Cell No. 7,9.1,9.0,9.0,9.0,8.0,6.0
drama_fan22,Miracle in Cell No. 7,9.1,10,10,10,6.5,9.0
KuudereDoll,Miracle in Cell No. 7,9.1,9.5,10,10,10,7.0
senoseno,Miracle in Cell No. 7,9.1,10,10,10,10,10
ASTER,Miracle in Cell No. 7,9.1,7.0,8.0,8.0,5.0,5.0
dragynfaerie,Miracle in Cell No. 7,9.1,9.5,8.0,10,10,9.5
S Q,Miracle in Cell No. 7,9.1,10,10,10,8.0,9.0
Icha,Miracle in Cell No. 7,9.1,9.5,9.0,10,9.0,9.0
Rcox,Miracle in Cell No. 7,9.1,9.5,9.5,9.5,7.0,9.5
Soula,Miracle in Cell No. 7,9.1,10,10,10,10,10
rejoice123,Miracle in Cell No. 7,9.1,10,10,10,9.5,10
We Wuxian,Miracle in Cell No. 7,9.1,10,10,10,10,10
Nooorrriii,Miracle in Cell No. 7,9.1,9.5,9.5,7.5,9.5,9.0
rockstar_trex,Miracle in Cell No. 7,9.1,10,10,10,10,10
Cute Gnome,Miracle in Cell No. 7,9.1,10,10,10,10,10
michelleoc,Miracle in Cell No. 7,9.1,9.0,10,9.0,7.0,4.0
Zoe,Miracle in Cell No. 7,9.1,8.0,7.5,9.5,8.0,6.0
MultiFandomJed,Miracle in Cell No. 7,9.1,9.5,9.5,10,8.0,9.0
kfif,Miracle in Cell No. 7,9.1,10,10,10,9.5,10
Andy,Miracle in Cell No. 7,9.1,10,10,10,4.5,5.0
isa,Miracle in Cell No. 7,9.1,9.5,9.5,9.5,9.0,9.5
abdch,Miracle in Cell No. 7,9.1,10,10,10,10,9.0
FrizzyMee,Miracle in Cell No. 7,9.1,10,10,10,10,10
Amy,Miracle in Cell No. 7,9.1,9.0,9.5,9.0,8.0,10
ShEy,Miracle in Cell No. 7,9.1,10,10,10,10,10
Remmy Sanyu,Miracle in Cell No. 7,9.1,9.5,1.0,1.0,1.5,1.0
DramaHeroine,Miracle in Cell No. 7,9.1,10,10,10,1.0,10
Chrissy_jikook13,Are You Sure?!,9.2,10,10,10,10,10
CAA,Are You Sure?!,9.2,10,10,10,10,10
bedofroses,Are You Sure?!,9.2,9.0,10,10,10,6.0
michelleoc,Are You Sure?!,9.2,8.0,10,10,10,1.0
jan5,Are You Sure?!,9.2,10,10,10,10,10
Ivi23,Are You Sure?!,9.2,10,9.5,10,9.5,10
autumn carrot,Are You Sure?!,9.2,9.5,10,10,10,10
Sp3ckt3r,Are You Sure?!,9.2,8.0,1.0,7.0,7.0,3.0
Cyril-H,Are You Sure?!,9.2,10,10,10,10,10
haooda,BTS in the Soop Season 2: Behind The Scene,9.2,10,10,10,10,10
Cheriann17815,Suchwita,9.2,10,10,10,10,10
michelleoc,Suchwita,9.2,10,10,10,10,10
Pietje,Suchwita,9.2,10,10,10,10,8.0
moon,Twinkling Watermelon,9.2,8.5,8.5,9.0,7.0,9.0
MsNotes,Twinkling Watermelon,9.2,9.0,9.0,9.5,9.0,8.0
Jason Patrick,Twinkling Watermelon,9.2,10,10,10,10,10
scenophile,Twinkling Watermelon,9.2,7.0,8.0,7.0,7.0,5.5
Xiao Zi,Twinkling Watermelon,9.2,8.5,9.0,9.0,8.5,8.0
Monkimajik,Twinkling Watermelon,9.2,9.0,9.5,10,8.0,8.0
kyungsoosbae,Twinkling Watermelon,9.2,10,10,10,10,10
unterwegsimkoreanischenD,Twinkling Watermelon,9.2,9.0,9.5,9.5,9.5,8.0
ryoato,Twinkling Watermelon,9.2,9.5,8.5,9.0,8.5,8.0
Osaf,Twinkling Watermelon,9.2,9.5,8.0,8.0,8.5,7.5
alina2405,Twinkling Watermelon,9.2,6.5,5.0,6.5,9.0,4.5
brigi,Twinkling Watermelon,9.2,5.5,6.0,9.0,5.0,1.0
Joab,Twinkling Watermelon,9.2,6.5,6.0,7.0,8.0,6.5
dreamfull78,Twinkling Watermelon,9.2,8.5,8.0,9.0,8.0,8.0
djohangaon,Twinkling Watermelon,9.2,8.0,7.5,9.5,7.0,7.0
maggietendou,Twinkling Watermelon,9.2,7.5,8.0,8.0,9.0,5.0
mycloverformrdarcy,Twinkling Watermelon,9.2,9.0,8.5,10,8.0,6.0
EllieWins,Twinkling Watermelon,9.2,7.5,7.0,10,8.5,6.0
MattPeddlesden,Twinkling Watermelon,9.2,10,10,10,10,10
wwh,Twinkling Watermelon,9.2,10,10,10,10,10
wonhwa,Twinkling Watermelon,9.2,9.0,9.0,8.0,10,9.0
ColourMePurple,Twinkling Watermelon,9.2,8.5,8.5,10,8.0,8.0
KalilahS,Twinkling Watermelon,9.2,7.5,5.0,9.5,9.5,5.5
Sinasina,Twinkling Watermelon,9.2,7.5,5.0,9.5,10,6.0
puwupy,Twinkling Watermelon,9.2,7.5,7.0,9.0,8.5,6.5
cejj,Twinkling Watermelon,9.2,9.5,9.0,10,10,9.5
NiCyons,Twinkling Watermelon,9.2,9.5,9.0,9.5,8.5,10
ronan kenobi,Twinkling Watermelon,9.2,6.5,5.0,10,9.0,8.0
Twizz,Twinkling Watermelon,9.2,3.0,2.0,6.5,7.0,1.0
Lina,Twinkling Watermelon,9.2,9.5,9.0,9.0,8.5,8.5
TimiZero,Twinkling Watermelon,9.2,6.5,6.0,8.5,6.0,3.0
Oishy,Twinkling Watermelon,9.2,8.5,8.5,9.5,9.5,8.0
jaheffry,Twinkling Watermelon,9.2,10,10,10,10,10
ktraumaaa,Twinkling Watermelon,9.2,10,10,10,10,10
aos,Twinkling Watermelon,9.2,9.5,10,10,10,8.0
GabiD,Twinkling Watermelon,9.2,10,9.5,9.5,9.5,9.0
Zona _X,Twinkling Watermelon,9.2,10,10,10,10,10
Soundiex,Twinkling Watermelon,9.2,9.5,9.0,10,8.5,9.5
Najmyyy,Twinkling Watermelon,9.2,10,10,10,10,10
anupamarrao,Twinkling Watermelon,9.2,9.5,9.5,10,9.0,9.5
DramaFanXL,Twinkling Watermelon,9.2,9.0,9.0,9.5,9.0,9.0
virgievirgie,Twinkling Watermelon,9.2,9.0,9.0,9.0,9.0,9.0
tata,Twinkling Watermelon,9.2,9.0,9.0,10,10,6.5
seongwu,Twinkling Watermelon,9.2,9.0,10,10,10,7.0
IjanForest,Twinkling Watermelon,9.2,7.5,7.0,7.0,8.0,6.0
Alaskan,Twinkling Watermelon,9.2,7.0,7.0,7.5,9.0,8.0
mydramalist_,Twinkling Watermelon,9.2,8.0,8.0,8.5,10,8.5
Spatina,Twinkling Watermelon,9.2,7.0,8.0,6.0,4.0,1.0
Miss Lotus,Twinkling Watermelon,9.2,10,10,10,9.5,10
Sossothecat,Twinkling Watermelon,9.2,10,10,10,10,10
K and C - drama Addict 0,Twinkling Watermelon,9.2,10,10,10,10,10
netfelix,Twinkling Watermelon,9.2,10,10,10,10,10
AllyGee,Twinkling Watermelon,9.2,10,10,10,10,10
blahblahfriend,Twinkling Watermelon,9.2,10,10,9.5,10,9.0
Just Quirky,Twinkling Watermelon,9.2,8.0,8.0,9.0,8.5,8.0
Day Dream Drama,Twinkling Watermelon,9.2,10,10,10,10,10
micthom,Twinkling Watermelon,9.2,10,9.5,10,10,8.0
blueblue,Twinkling Watermelon,9.2,10,9.5,10,10,10
Island_Chopper,Twinkling Watermelon,9.2,10,10,10,10,10
sossoangycat,Twinkling Watermelon,9.2,9.5,9.5,10,10,7.0
fpkhalisa,Twinkling Watermelon,9.2,10,10,10,10,10
wolfvchan,Twinkling Watermelon,9.2,10,9.5,10,8.0,9.5
muyzy,Twinkling Watermelon,9.2,9.5,9.0,8.5,8.0,10
ElKumaa,Twinkling Watermelon,9.2,8.0,8.0,8.0,9.5,6.0
Smooth Criminal,Twinkling Watermelon,9.2,8.5,9.0,9.0,8.0,8.0
Sonogong,Twinkling Watermelon,9.2,8.5,8.5,10,8.0,10
minarii,Twinkling Watermelon,9.2,8.0,7.0,9.0,9.0,1.0
KimchiByTheSea,Twinkling Watermelon,9.2,9.0,9.0,10,9.5,8.0
sia,Twinkling Watermelon,9.2,8.5,8.5,9.0,9.0,9.5
Kurogasensei,Twinkling Watermelon,9.2,7.5,7.0,9.0,8.5,5.0
Ohara,Twinkling Watermelon,9.2,9.0,9.0,10,8.0,8.0
Heracin,Twinkling Watermelon,9.2,8.0,7.5,8.0,9.0,7.5
Idyllic Daisy,Twinkling Watermelon,9.2,9.0,8.5,9.0,8.0,7.5
MinminsBongBong,Twinkling Watermelon,9.2,5.0,5.0,10,10,2.0
breadgenie_kore,Twinkling Watermelon,9.2,6.0,7.0,7.0,7.0,5.0
Burakkittmore,Twinkling Watermelon,9.2,10,10,10,10,10
autumn carrot,Twinkling Watermelon,9.2,10,10,10,8.0,8.0
nisha,Twinkling Watermelon,9.2,9.5,10,10,4.0,9.0
cuddlyhvgs,Twinkling Watermelon,9.2,10,10,10,10,10
Duckie,Twinkling Watermelon,9.2,10,10,10,10,10
MicahEllen,Twinkling Watermelon,9.2,9.0,9.0,10,8.0,8.0
Dramazzzzzzz,Twinkling Watermelon,9.2,10,10,10,9.0,10
PhatPanda27,Twinkling Watermelon,9.2,8.0,8.0,9.0,8.5,6.0
kenzie,Twinkling Watermelon,9.2,10,10,10,9.0,7.0
Dada,Twinkling Watermelon,9.2,9.5,9.5,10,9.0,9.5
admonike,Twinkling Watermelon,9.2,9.5,9.5,9.5,9.5,8.0
wookie,Twinkling Watermelon,9.2,10,10,10,10,10
TereStarr,Twinkling Watermelon,9.2,10,10,10,10,9.0
mkk,Twinkling Watermelon,9.2,10,10,10,10,9.0
justComment,Twinkling Watermelon,9.2,9.5,9.0,9.5,9.5,9.5
Cris,Twinkling Watermelon,9.2,10,10,10,10,10
voidshay,Twinkling Watermelon,9.2,10,10,10,10,8.5
Waki,Twinkling Watermelon,9.2,10,8.5,10,10,9.5
PageXX,Twinkling Watermelon,9.2,10,10,10,10,10
lianavine,Twinkling Watermelon,9.2,10,10,10,10,10
Pro,Twinkling Watermelon,9.2,10,10,10,10,10
1987J,Twinkling Watermelon,9.2,10,10,10,10,10
sam,Twinkling Watermelon,9.2,10,10,10,10,10
Noam,Twinkling Watermelon,9.2,10,10,10,10,10
thoughtsatw,Twinkling Watermelon,9.2,10,10,10,10,10
Hieu Hien,Twinkling Watermelon,9.2,10,10,10,10,10
Jaiuv,Twinkling Watermelon,9.2,9.5,9.0,9.5,9.5,10
MysticalQuill,Twinkling Watermelon,9.2,10,10,10,10,10
Sweet Kimchi Slap,Twinkling Watermelon,9.2,10,10,10,10,10
hasnain,Twinkling Watermelon,9.2,10,10,10,10,7.0
Jessica,Twinkling Watermelon,9.2,7.5,7.5,8.5,7.0,6.5
wispiel,Twinkling Watermelon,9.2,10,10,10,10,10
Jackie97,Twinkling Watermelon,9.2,10,10,10,10,10
Sakura2710,Twinkling Watermelon,9.2,10,10,10,10,10
beniminho,Twinkling Watermelon,9.2,10,10,10,10,10
m a r i a,Twinkling Watermelon,9.2,10,10,10,10,10
Bianca Wojcik,Twinkling Watermelon,9.2,10,10,10,10,10
farhiya12,Twinkling Watermelon,9.2,10,10,10,10,9.0
Markiepooh,Twinkling Watermelon,9.2,10,10,10,10,10
blackenllama,Twinkling Watermelon,9.2,9.5,9.5,9.5,9.0,9.5
Yoshiro,Twinkling Watermelon,9.2,10,10,10,8.0,7.5
Ajlah_kashaf,Twinkling Watermelon,9.2,9.5,10,10,8.0,10
disgrace,Twinkling Watermelon,9.2,10,10,10,10,9.0
larinha,Twinkling Watermelon,9.2,10,10,10,10,10
Killgore,Twinkling Watermelon,9.2,10,10,10,10,8.5
ChuBinna,Twinkling Watermelon,9.2,10,10,10,10,10
Moondae22,Twinkling Watermelon,9.2,9.5,9.5,10,10,9.0
gcow,Twinkling Watermelon,9.2,7.5,7.0,9.5,5.5,8.5
kjshell213,Twinkling Watermelon,9.2,10,10,10,10,10
Madhupriya,Twinkling Watermelon,9.2,10,10,10,10,10
TheXtremegirl,Twinkling Watermelon,9.2,9.5,10,10,9.5,10
sinniewatches,Twinkling Watermelon,9.2,9.5,10,10,9.5,10
lilysmorrow,Twinkling Watermelon,9.2,10,10,10,10,10
nazkisaa,Twinkling Watermelon,9.2,9.5,9.5,9.0,8.0,10
xoxo_Booknerd,Twinkling Watermelon,9.2,10,10,9.5,10,10
___chaman___42z_,Twinkling Watermelon,9.2,10,10,10,10,10
ifnsilva,Twinkling Watermelon,9.2,10,10,10,10,10
isa,Twinkling Watermelon,9.2,9.5,9.5,9.5,8.5,9.5
Galaxy,Twinkling Watermelon,9.2,10,10,10,10,9.0
Kdrama_loverrrrrr,Twinkling Watermelon,9.2,10,10,10,10,10
Cassey,Twinkling Watermelon,9.2,10,10,10,10,10
LorindaMitchell,Twinkling Watermelon,9.2,10,10,10,10,10
clau87977,Twinkling Watermelon,9.2,10,10,10,10,10
JKTWHMJ,Twinkling Watermelon,9.2,10,10,10,9.5,10
ShelleyM,Twinkling Watermelon,9.2,9.0,9.0,10,9.0,10
Aurora,Twinkling Watermelon,9.2,8.5,8.5,9.0,10,7.5
Layeeqa Samreen,Twinkling Watermelon,9.2,10,10,10,10,10
deidra,Twinkling Watermelon,9.2,9.0,9.0,9.0,9.0,8.0
sincerelylulu,Twinkling Watermelon,9.2,9.0,10,10,7.0,8.0
Aaahaanaaa,Twinkling Watermelon,9.2,9.0,9.0,10,9.5,8.0
Kverma,Twinkling Watermelon,9.2,9.0,9.0,9.0,9.0,9.0
jaek,Twinkling Watermelon,9.2,8.5,9.0,8.0,8.0,7.0
Nomtosaurus,Twinkling Watermelon,9.2,8.5,8.0,8.5,8.0,7.0
sooba,Twinkling Watermelon,9.2,9.0,10,9.5,10,9.0
Figgo,Twinkling Watermelon,9.2,8.5,9.0,8.0,9.5,8.0
leonnaledum,Twinkling Watermelon,9.2,9.0,8.5,9.0,9.5,9.5
AthenaR,Twinkling Watermelon,9.2,9.0,9.0,9.0,10,8.0
maryam,Twinkling Watermelon,9.2,8.0,8.0,9.0,8.0,8.0
tsukioji,Twinkling Watermelon,9.2,9.0,9.0,10,9.5,9.0
s4ntos_42,Twinkling Watermelon,9.2,9.0,9.5,10,10,6.0
ONED00R,Twinkling Watermelon,9.2,8.5,7.0,10,9.5,8.5
bbchops,Twinkling Watermelon,9.2,9.0,9.0,9.5,8.0,9.0
Yudi Yusanto Susanto,Twinkling Watermelon,9.2,9.0,9.5,8.5,9.5,8.0
acelyr,Twinkling Watermelon,9.2,7.5,7.5,8.5,7.0,7.5
ltspada,Twinkling Watermelon,9.2,9.0,9.5,10,9.0,10
mika,Twinkling Watermelon,9.2,8.5,8.5,9.0,10,9.0
Demyyy,Twinkling Watermelon,9.2,9.0,9.0,10,10,10
kidd,Twinkling Watermelon,9.2,8.5,10,9.0,7.0,8.0
kc_luv,Twinkling Watermelon,9.2,9.0,8.5,10,8.5,9.0
Enchanting Leviosa,Twinkling Watermelon,9.2,9.0,9.5,10,8.5,7.5
michelleoc,Twinkling Watermelon,9.2,9.0,8.0,9.0,10,4.0
equanimity,Twinkling Watermelon,9.2,8.5,8.5,9.0,9.0,7.0
xijoyi,Twinkling Watermelon,9.2,8.5,7.0,8.0,5.5,6.5
Sanjh Banerjee,Twinkling Watermelon,9.2,8.0,8.5,9.5,9.5,8.0
20_DramaQueen_23,Twinkling Watermelon,9.2,8.5,10,10,7.5,8.5
treeoflife,Twinkling Watermelon,9.2,9.0,9.5,9.0,7.5,9.0
kdramadreaming,Twinkling Watermelon,9.2,9.0,9.0,9.0,9.0,9.0
HLCYXNFILMS,Twinkling Watermelon,9.2,8.5,8.0,8.5,8.5,8.0
Trinicoconut,Twinkling Watermelon,9.2,9.0,9.0,10,8.0,9.5
David33,Twinkling Watermelon,9.2,9.0,9.0,9.0,8.0,9.0
skynani untamed,Twinkling Watermelon,9.2,9.5,10,9.5,10,9.0
SVITAMEN D-rama,Twinkling Watermelon,9.2,7.0,7.0,6.0,9.0,1.0
Berbox Kay lee Zona,Twinkling Watermelon,9.2,10,10,10,9.5,9.0
bhvyshrm,Twinkling Watermelon,9.2,10,10,10,10,10
Aniket shaw05,Twinkling Watermelon,9.2,10,10,10,10,10
Sirius Lee,Twinkling Watermelon,9.2,9.5,10,10,8.5,8.5
Lis,Twinkling Watermelon,9.2,10,10,10,6.5,10
xiaotettudo,Twinkling Watermelon,9.2,9.5,9.5,10,9.0,9.5
koo,Twinkling Watermelon,9.2,10,10,10,10,6.5
JSainte,Twinkling Watermelon,9.2,10,10,10,10,10
immi,Twinkling Watermelon,9.2,10,9.5,10,10,9.5
Anjima.7,Twinkling Watermelon,9.2,10,9.5,9.5,8.5,9.0
CiaraRoisin,Twinkling Watermelon,9.2,10,10,10,10,10
yuKkaoi,Twinkling Watermelon,9.2,10,8.5,10,9.0,10
ElieF,Twinkling Watermelon,9.2,10,10,10,10,10
Steven Lim,Twinkling Watermelon,9.2,10,9.5,10,10,10
hyeyoongf,Twinkling Watermelon,9.2,9.5,9.0,10,9.0,9.0
Thursday10,Twinkling Watermelon,9.2,10,10,10,10,10
Markus,Twinkling Watermelon,9.2,10,10,10,10,10
arya2000,Twinkling Watermelon,9.2,10,10,10,10,10
jungbareumshoe,Twinkling Watermelon,9.2,10,9.0,10,10,8.0
leticia,Twinkling Watermelon,9.2,10,10,10,9.0,10
jillyjak18,Twinkling Watermelon,9.2,10,10,10,10,10
farh7,Twinkling Watermelon,9.2,10,10,10,10,10
sharreb,Twinkling Watermelon,9.2,9.5,9.5,9.5,9.5,8.0
Thea,Twinkling Watermelon,9.2,10,10,9.5,9.0,10
Momina,Twinkling Watermelon,9.2,9.5,9.5,10,8.5,10
kalymodro,Twinkling Watermelon,9.2,10,10,10,10,10
MariaValoy,Twinkling Watermelon,9.2,10,10,10,10,10
Sugar,Twinkling Watermelon,9.2,10,10,10,10,10
Duckk,Twinkling Watermelon,9.2,10,10,10,10,10
NIKITHA,Twinkling Watermelon,9.2,10,10,10,8.0,9.0
Manya Kalra,Twinkling Watermelon,9.2,10,10,10,10,9.5
Nishikido,Twinkling Watermelon,9.2,10,10,9.0,9.5,9.5
Silver00,Twinkling Watermelon,9.2,10,10,10,10,10
_.areyoushe,Twinkling Watermelon,9.2,10,10,10,10,10
FlyingChicken,Twinkling Watermelon,9.2,9.5,9.5,9.5,9.0,8.0
ray,Twinkling Watermelon,9.2,10,10,10,10,10
Noaxx,Twinkling Watermelon,9.2,10,10,9.5,10,9.5
Rara Zahrah,Twinkling Watermelon,9.2,10,10,10,10,10
minal,Twinkling Watermelon,9.2,9.5,9.5,10,10,8.5
Vishhh_aeina,Twinkling Watermelon,9.2,9.5,10,10,8.0,9.0
ajjj,Twinkling Watermelon,9.2,10,9.0,10,10,9.0
stac74396,Twinkling Watermelon,9.2,9.5,9.0,10,10,10
niceugene,Twinkling Watermelon,9.2,10,10,10,9.5,8.0
satsugu,Twinkling Watermelon,9.2,10,9.0,8.5,9.0,10
bisma,Twinkling Watermelon,9.2,10,9.5,10,8.0,9.0
MinaSyl,Twinkling Watermelon,9.2,10,8.5,10,10,10
Shin,Twinkling Watermelon,9.2,7.0,6.0,8.5,7.5,1.5
AH63,Twinkling Watermelon,9.2,10,10,10,10,10
Tat,Twinkling Watermelon,9.2,10,10,10,10,10
Ishifishi5,Twinkling Watermelon,9.2,10,10,10,10,10
talkdrama,Twinkling Watermelon,9.2,9.5,9.5,10,9.0,9.0
bl_imagines,Twinkling Watermelon,9.2,10,10,10,10,10
riri,Twinkling Watermelon,9.2,10,10,10,10,8.0
Alu93,Twinkling Watermelon,9.2,10,10,10,10,10
Ritrisha_Mandal_13,Twinkling Watermelon,9.2,10,10,10,10,10
Farhana Akhter,Twinkling Watermelon,9.2,10,10,10,10,10
tardisyolcusu,Twinkling Watermelon,9.2,10,10,9.5,10,10
mrittika1hoque,Twinkling Watermelon,9.2,10,10,10,10,10
Bia,Twinkling Watermelon,9.2,10,10,10,10,10
Justine,Twinkling Watermelon,9.2,10,10,10,10,10
priyashashank,Twinkling Watermelon,9.2,10,10,10,8.0,10
kadie890,Twinkling Watermelon,9.2,8.0,8.5,9.0,8.5,4.5
GiuseppeAiello,Twinkling Watermelon,9.2,10,10,10,10,9.0
gaga,Twinkling Watermelon,9.2,10,10,10,10,10
Mirmirshasha,Twinkling Watermelon,9.2,10,9.5,10,10,10
myrahkabeer,Twinkling Watermelon,9.2,10,9.0,10,9.5,10
gyoo,Twinkling Watermelon,9.2,9.5,9.5,10,9.0,10
ZaianJannat,Twinkling Watermelon,9.2,10,10,9.0,10,7.0
fuyuki05,Twinkling Watermelon,9.2,10,9.0,10,9.0,7.0
ang3l_jeonghan,Twinkling Watermelon,9.2,9.5,9.0,10,9.0,8.5
Nya210,Twinkling Watermelon,9.2,10,9.5,10,10,10
ayline,Twinkling Watermelon,9.2,10,10,10,10,10
Minnieerin,Twinkling Watermelon,9.2,10,10,10,10,10
JOJIJAY,Twinkling Watermelon,9.2,10,9.0,10,10,10
Julslapis,Twinkling Watermelon,9.2,9.5,10,10,7.0,10
HrithhikAhmed,Twinkling Watermelon,9.2,9.5,9.0,9.5,9.0,8.5
tricb,Twinkling Watermelon,9.2,10,10,10,10,10
Angelica Freitas,Twinkling Watermelon,9.2,10,10,10,10,10
SammyKim,Twinkling Watermelon,9.2,10,10,10,10,10
azzam0re,Twinkling Watermelon,9.2,9.5,8.5,9.5,10,10
kyslist,Twinkling Watermelon,9.2,9.5,9.5,10,10,10
Tate Arson,Twinkling Watermelon,9.2,10,9.0,10,10,10
BlankMinister,Twinkling Watermelon,9.2,10,10,10,8.0,10
Mata,Twinkling Watermelon,9.2,10,10,10,8.0,10
Roo28,Twinkling Watermelon,9.2,10,9.0,10,9.0,10
w1thayin,Twinkling Watermelon,9.2,10,10,10,10,10
Ria Ma,Twinkling Watermelon,9.2,10,10,10,10,10
Sundy,Twinkling Watermelon,9.2,9.5,9.5,10,9.5,9.0
Oh Ha Ni,Twinkling Watermelon,9.2,9.5,10,10,9.0,9.0
Dara,Twinkling Watermelon,9.2,10,10,10,10,9.0
Always embarrassed,Twinkling Watermelon,9.2,10,10,9.5,9.5,10
deeBee,Twinkling Watermelon,9.2,10,10,10,10,10
Sarthakkk,Twinkling Watermelon,9.2,10,10,10,10,10
Jeon Kim,Twinkling Watermelon,9.2,9.5,10,10,10,9.0
Dramaexplorer,Twinkling Watermelon,9.2,10,10,10,10,10
Nat,Twinkling Watermelon,9.2,9.5,10,10,9.0,9.5
Nanagh,Twinkling Watermelon,9.2,10,10,10,10,10
skznewbie,Twinkling Watermelon,9.2,9.5,9.5,10,10,8.0
Ren__,Twinkling Watermelon,9.2,10,10,10,10,8.5
MMarina99,Twinkling Watermelon,9.2,10,10,10,10,10
airahxo,Twinkling Watermelon,9.2,10,9.0,10,5.0,10
eevia,Twinkling Watermelon,9.2,10,9.5,10,10,10
amy,Twinkling Watermelon,9.2,9.5,10,10,9.5,10
jasmijn29,Twinkling Watermelon,9.2,10,10,10,8.5,10
Jim Jong Jun,Twinkling Watermelon,9.2,9.5,9.0,9.5,8.0,9.0
Caie,Twinkling Watermelon,9.2,10,9.5,10,10,10
Cllo1803,Twinkling Watermelon,9.2,10,10,10,10,10
Davie Concha,Twinkling Watermelon,9.2,10,10,10,10,10
eeeeemaaaaan,Twinkling Watermelon,9.2,10,10,9.5,10,10
Sue,Twinkling Watermelon,9.2,6.0,9.0,6.0,7.0,1.0
Emzfmz,Twinkling Watermelon,9.2,9.0,9.0,10,5.0,7.0
QueenMaka,Twinkling Watermelon,9.2,8.0,10,7.0,6.0,7.5
Slay_rylle,Twinkling Watermelon,9.2,10,10,10,10,10
fae,Twinkling Watermelon,9.2,9.0,9.0,9.0,7.0,8.0
ZyKuu,Twinkling Watermelon,9.2,10,10,10,9.0,5.0
watching24_7,Twinkling Watermelon,9.2,7.0,7.0,10,10,1.0
katiecurrently,Twinkling Watermelon,9.2,9.0,9.5,10,7.0,7.0
hardpliers,Twinkling Watermelon,9.2,7.0,8.0,7.0,6.0,6.0
dyh,Twinkling Watermelon,9.2,9.0,9.0,9.0,8.0,8.5
Alien Potato,Twinkling Watermelon,9.2,8.0,7.0,9.0,9.5,5.0
Xtinew,Twinkling Watermelon,9.2,8.5,8.0,10,8.0,7.0
clairethecapricorn,Twinkling Watermelon,9.2,9.0,9.0,9.5,9.0,8.0
Beatrice,Twinkling Watermelon,9.2,7.0,7.0,8.0,7.0,6.0
Erica Silveira,Twinkling Watermelon,9.2,9.0,9.0,9.0,7.5,9.0
Loving The Drama,Twinkling Watermelon,9.2,8.5,8.5,9.0,9.0,9.0
eoussama,Twinkling Watermelon,9.2,10,10,10,9.0,10
